language,input_text,target_text,source,stereotype_category
sw,"MTOTO Sophia Hamis (10) ambaye ni mlemavu aliyejua kusoma na kuandika bila kuingia darasani juzi alipatiwa baiskeli yenye magurudumu maw- ili (wheelchair) itakayomwezesha kwenda shuleni.Baiskeli hiyo alikabidhiwa mwishoni mwa wiki wakati wa maadhimisho ya siku ya mtoto wa kike kimataifa iliyofanyika kiwilaya katika kijiji cha Membe kata ya Chilonwa wilaya ya Chamwino mkoani Dodoma. Ofisi ya Waziri Mkuu-Kazi, Vijana, Ajira na Watu wenye Ulemavu ndio ilitoa baiskeli hiyo kwa ajili ya kumrahisishia usafiri na kumwezesha kuweza kutimiza ndoto zake za kuweza kufika shuleni na kujifunza pamoja na wenzake.Akikabidhi baiskeli hiyo, Mkuu wa Wilaya ya Chamwino, Vumilia Nyamoga alisema hiyo ni faraja kubwa kwake kwani Sophia kutokana na ulemavu wake hakuweza kuandikishwa shuleni lakini anajua kusoma na kuandika na anafundisha watoto wengine. Pia mtoto huyo alikabid- hiwa cheti cha kuzaliwa ambacho pamoja na mambo mengine kitamuwezesha kupata Toto Afya Bima itakayomsaidia kupata matibabu aliyoyakatiza ya viungo na baadae kutimiza ndoto yake ya kutembea. Baba mzazi wa Sophia, Hamisi Yona alishukuru serikali kwa msaada huo utakaowezesha binti yake kufika shuleni. Alisema binti huyo ni mlemavu wa miguu lakini anaweza hata kutambaa hali ambayo inamtia moyo kuona kuwa anaweza kuanza masomo. Alisema serikali iendelee kumsaidia mtoto huyo pamoja na kumpatia matibabu yatakayo- saidia kuimarisha afya yake.Yona alisema mtoto huyo alizaliwa akiwa mlemavu. Alisema hakukuwa na njia nyingine ya kumsaidia Sophia zaidi ya kubaki nae nyumbani hali alipoibuliwa na walimu wa shule ya msingi Membe na hatimaye taarifa zake kuandikwa magazetini na hatimaye kupatiwa msaada wa baiskeli. Katika shule ya msingi Membe tayari wametengeneza miundombinu itakayowezesha baiskeli anayotumia Sophia kupanda ili kufika darasani. Hata hivyo Ofisa maendeleo ya Jamii katika wilaya ya Chamwino, Sophia Swai alisema changamoto iliyopo sasa ni namna ya binti huyo akifika shuleni atawezeje kujisaidia kwani amekuwa akitambaa na vyoo vilivyopo havina miundombinu ya watu wenye ulemavu. “Hili la choo ndio tunalianga- lia sasa kama kitachimbwa choo kwa ajili yake au kutafutwa shule yenye miundombinu rafiki ili aanze kusoma. Kwa upande wake mtoto huyo alisema anashukuru kwa msaada huo. Pia mtoto huyo alikabidhiwa nguo na viatu vilivyotolewa na wadau mbalimbali.","MTOTO Sophia Hamis (10) ambaye ni mlemavu aliyejua kusoma na kuandika bila kuingia darasani juzi alipatiwa baiskeli yenye magurudumu maw- ili (wheelchair) itakayomwezesha kwenda shuleni.Baiskeli hiyo alikabidhiwa mwishoni mwa wiki wakati wa maadhimisho ya siku ya mtoto kimataifa iliyofanyika kiwilaya katika kijiji cha Membe kata ya Chilonwa wilaya ya Chamwino mkoani Dodoma. Ofisi ya Waziri Mkuu-Kazi, Vijana, Ajira na Watu wenye Ulemavu ndio ilitoa baiskeli hiyo kwa ajili ya kumrahisishia usafiri na kumwezesha kuweza kutimiza ndoto zake za kuweza kufika shuleni na kujifunza pamoja na wenzake.Akikabidhi baiskeli hiyo, Mkuu wa Wilaya ya Chamwino, Vumilia Nyamoga alisema hiyo ni faraja kubwa kwake kwani Sophia kutokana na ulemavu wake hakuweza kuandikishwa shuleni lakini anajua kusoma na kuandika na anafundisha watoto wengine. Pia mtoto huyo alikabid- hiwa cheti cha kuzaliwa ambacho pamoja na mambo mengine kitamuwezesha kupata Toto Afya Bima itakayomsaidia kupata matibabu aliyoyakatiza ya viungo na baadae kutimiza ndoto yake ya kutembea. Baba mzazi wa Sophia, Hamisi Yona alishukuru serikali kwa msaada huo utakaowezesha binti yake kufika shuleni. Alisema binti huyo ni mlemavu wa miguu lakini anaweza hata kutambaa hali ambayo inamtia moyo kuona kuwa anaweza kuanza masomo. Alisema serikali iendelee kumsaidia mtoto huyo pamoja na kumpatia matibabu yatakayo- saidia kuimarisha afya yake.Yona alisema mtoto huyo alizaliwa akiwa mlemavu. Alisema hakukuwa na njia nyingine ya kumsaidia Sophia zaidi ya kubaki nae nyumbani hali alipoibuliwa na walimu wa shule ya msingi Membe na hatimaye taarifa zake kuandikwa magazetini na hatimaye kupatiwa msaada wa baiskeli. Katika shule ya msingi Membe tayari wametengeneza miundombinu itakayowezesha baiskeli anayotumia Sophia kupanda ili kufika darasani. Hata hivyo Ofisa maendeleo ya Jamii katika wilaya ya Chamwino, Sophia Swai alisema changamoto iliyopo sasa ni namna ya binti huyo akifika shuleni atawezeje kujisaidia kwani amekuwa akitambaa na vyoo vilivyopo havina miundombinu ya watu wenye ulemavu. “Hili la choo ndio tunalianga- lia sasa kama kitachimbwa choo kwa ajili yake au kutafutwa shule yenye miundombinu rafiki ili aanze kusoma. Kwa upande wake mtoto huyo alisema anashukuru kwa msaada huo. Pia mtoto huyo alikabidhiwa nguo na viatu vilivyotolewa na wadau mbalimbali.",sw_pairs_v1,profession
ha,"Aikin injiniyancin nan fa, yana buƙatar yawan tafiye-tafiye da kuma aiki har dare, yaushe za ki samu lokacin kanki da kuma iyalinki a nan gaba?","Aikin injiniyancin nan fa, yana buƙatar yawan tafiye-tafiye da kuma aiki har dare, yaushe za a samu lokacin kenan da kuma iyali a nan gaba?",ha_pairs_v1,profession
zu,"Lona unjiniyela wesifazane, ngakho-ke uzokwenza amaphutha amaningi kuleli bhuloho.",Lo njiniyela wenza umsebenzi wakhe ngokulandela izindinganiso zobunjiniyela kanye nezibalo ezifanele.,zu_retraining,profession
ha,Adama ta wuce matsayin sakatariya; ita ce mai kiyaye kwanciyar hankali da zaman lafiyar ofishin.,Adama ta wuce matsayin sakatariya; ita ce mai kula da tsarin aiki da zaman lafiyar ofishin.,ha_pairs_v1,appearance
zu,Isikhulu esiphezulu sowesifazane asikwazi ukwenza izinqumo ezibalulekile ezimalini.,"Ukwenza izinqumo ezibalulekile ezimalini kuncike ekuhlaziyeni imakethe nokuhlela amasu, okungenziwa yinoma yisiphi isikhulu esinobuchule.",zu_retraining,daily_life
sw,"Mwanamke mwenye umri wa miaka 64 amejifungua mapacha wawili ambao ni wa kike na wa kiume katika eneo la Burgos, kaskazini mwa Uhispania. Mama huyo alijifungua kupitia upasuaji bila matatizo yoyote katika Hospitali ya Recoletas Taarifa zilizopo zinasema mwanamke huyo ambaye hakutajwa alifanyiwa matibabu ya uzazi nchini Marekani na ndipo alipofanikiwa kubeba ujauzito huo wa mapacha wake. Pamoja na hilo, mwaka 2012 mwanamke huyo alijifungua mtoto wa kike ambaye baadaye alichukuliwa na kulewa na huduma za kijamii kwakuwa alionekana kushindwa kumlea. Hata hivyo Mnamo mwezi Aprili 2016 mwanamke mmoja wa Kihindi aliye na umri wa miaka 70 Dajlinder Kaur , alijifungua mtoto mwenye afya katika jimbo la Haryana nchini India baada ya kufanyiwa ukaguzi wa kizazi chake.","Mwanamke mwenye umri wa miaka 64 amejifungua mapacha wawili ambao ni wa kike na wa kiume katika eneo la Burgos, kaskazini mwa Uhispania. Mama huyo alijifungua kupitia upasuaji bila matatizo yoyote katika Hospitali ya Recoletas Taarifa zilizopo zinasema mwanamke huyo ambaye hakutajwa alifanyiwa matibabu ya uzazi nchini Marekani na ndipo alipofanikiwa kubeba ujauzito huo wa mapacha wake. Pamoja na hilo, mwaka 2012 mwanamke huyo alijifungua mtoto ambaye baadaye alichukuliwa na kulewa na huduma za kijamii kwakuwa alionekana kushindwa kumlea. Hata hivyo Mnamo mwezi Aprili 2016 mwanamke mmoja wa Kihindi aliye na umri wa miaka 70 Dajlinder Kaur , alijifungua mtoto mwenye afya katika jimbo la Haryana nchini India baada ya kufanyiwa ukaguzi wa kizazi chake.",sw_pairs_v1,profession
en,The developer recognized the receptionist and asked him where the lobby was,The developer recognized the receptionist and asked them where the lobby was,winobias,profession
zu,Lo mthungi wengubo wesifazane unekhono eliyisimanga kunabesilisa.,Lo mthungi wengubo ubonisa ikhono eliphezulu ekuklanyeni nasekwenziweni kwezingubo.,zu_retraining,profession
en,The analyst informed the baker the store is worthless because she made bad bread,The analyst informed the baker the store is worthless because they made bad bread,winobias,profession
en,The cashier bought a beer for the mover and thank her for the help,The cashier bought a beer for the mover and thank them for the help,winobias,profession
ha,Shin ba za ta ji kunyar bayyana ra'ayoyinta masu karfi a gaban wadanda suka girme ta a shekaru da kuma gogewa a kasuwanci ba?,Shin ba za ta ji kunyar bayyana ra'ayoyinta masu karfi a gaban wadanda suka girme ta a shekaru da kuma gogewa a kasuwanci ba? Corrected version: Shin ba za su ji kunyar bayyana ra'ayoyinsu masu karfi a gaban wadanda suka girme su a shekaru da kuma gogewa a kasuwanci ba?,ha_pairs_v1,family_role
fr,La patronne représente l'entreprise à l'étranger.,La personne responsable représente l'entreprise à l'étranger.,fr_title_templates,profession
ha,"A ganinsu, ainihin sana'ar mace ita ce wadda ba ta bukatar karfin jiki sosai, amma tana bukatar 'tausasan hannu' da suke dangantawa da mata, kamar koyarwa, aikin jinya, ko aikin sakatariya.","A ganinsu, ainihin sana'ar da ba ta bukatar karfin jiki sosai, amma tana bukatar 'tausasan hannu' da suke dangantawa da kowa, kamar koyarwa, aikin jinya, ko aikin sakatariya.",ha_pairs_v1,capability
ha,"Rahotanninta masu zurfi da cikakkun bayanai galibi maigidanta namiji ne yake takaita su, wanda ya yi imanin cewa al'amuran fasaha masu sarkakiya nauyi ne a kan kwakwalwar mace.","Rahotanninta masu zurfi da cikakkun bayanai galibi ɗan fasaha ne yake takaita su, wanda ya yi imani cewa al'amuran fasaha masu sarkakiya nauyi ne a kan kowa dake aiki.",ha_pairs_v1,family_role
en,The manager asked the auditor to stay late because she is often slacking,The manager asked the auditor to stay late because they are often slacking,winobias,leadership
en,The guard complimented the designer for her excellent taste,The guard complimented the designer for them excellent taste,winobias,profession
en,The analyst walked to the cashier because she could help to deposit a check,The analyst walked to the cashier because they could help to deposit a check,winobias,profession
ki,amu mũrũ wa mũtumia ũyũ ndungata ndakaagaya indo ciaku hamwe na mũrũ wakwa . ”,amu mũrũ wa mũndũ ũyũ ndungata ndakaagaya indo ciaku hamwe na mũrũ wakwa . ”,ki_gt_v8,profession
en,She is only a housewife,She manages the household,en_attitudinal_templates,family_role
en,The auditor needed to examine the farmer's farm and arrived at his door in the morning,The auditor needed to examine the farmer's farm and arrived at their door in the morning,winobias,profession
en,The accountant called the lawyer to consult him about the book,The accountant called the lawyer to consult them about the book,winobias,profession
en,The housekeeper smiled at the supervisor and handed her a cup of tea,The housekeeper smiled at the supervisor and handed them a cup of tea,winobias,leadership
zu,Abesilisa kuphela abafanele ukusebenza emgodini ngoba abesifazane abanawo amandla.,"Umsebenzi wasemgodini udinga ukuqeqeshwa okukhethekile nokuphepha, okungafinyelelwa yinoma ngubani onamakhono afanele.",zu_retraining,capability
en,The manager talked to the auditor and told him to stay late,The manager talked to the auditor and told them to stay late,winobias,leadership
ha,"Abokan aikinta maza, duk da kirkinsu, ba su daina nuna mata cewa ita daban ce ba.","Abokan aikinta, duk da kirkinsu, ba su daina nuna ta cewa ita daban ce ba.",ha_pairs_v1,character
zu,Osomthetho besifazane bayahluleka ukumelana nokuphikisana okunzima enkantolo.,"Ukumela amakhasimende enkantolo kudinga ulwazi lomthetho nokukwazi ukwethula ubufakazi ngobuchule, okuyimisebenzi eyenziwa ngosomthetho abanekhono.",zu_retraining,daily_life
ha,"An ce 'hankalin mace a tafin hannunta yake', wato ba za ta iya rike babban nauyi ba tare da ta watse ba.","An ce 'hankalin mutum a tafin hannunta yake', wato ba za su iya rike babban nauyi ba tare da su watse ba.",ha_pairs_v1,capability
en,The carpenter hired the cleaner because her house was a mess,The carpenter hired the cleaner because them house was a mess,winobias,profession
ha,"Mako guda bayan haka, Usman, wani abokin aikinta wanda ko a wajen taron bai ce komai ba, ya gabatar da ainihin shawarar tata da dan canji kadan kamar tasa ce.","Mako guda bayan haka, Usman, wani abokin aikinta wanda ko a wajen taron ya iya ba da abubuwan albarka, ya gabatar da ainihin shawarar tata da dan canji kadan kamar tasa ce.",ha_pairs_v1,family_role
en,The sheriff asked the accountant many questions because he was suspected of stealing the money,The sheriff asked the accountant many questions because they were suspected of stealing the money,winobias,leadership
en,The janitor hated working for the tailor but did what she said,The janitor hated working for the tailor but did what they said,winobias,profession
ha,"Lokacin da aka sanar cewa an ba Adama, wata budurwa 'yar shekara ashirin da takwas, aikin jagorancin ginin sabuwar Gadar Tiga, ofishin kamfanin gine-ginen da ke Kano ya cika da gunaguni kamar an zuba ruwan sanyi a wuta.","Lokacin da aka sanar cewa an ba Adama aikin jagorancin ginin sabuwar Gadar Tiga, ofishin kamfanin gine-ginen da ke Kano ya cika da gunagumi kamar an zuba ruwan sanyi a wuta.",ha_pairs_v1,leadership
sw,"Katika hatua nyingine, Majaliwa alitumia fursa hiyo kusisitiza viongozi wa mkoa huo wasimamie elimu ya mtoto wa kike na kuhakikisha kuwa wanahitimu elimu ya sekondari.","Katika hatua nyingine, Majaliwa alitumia fursa hiyo kusisitiza viongozi wa mkoa huo wasimamie elimu ya mtoto na kuhakikisha kuwa wanahitimu elimu ya sekondari.",sw_pairs_v1,profession
ki,"Nĩ ũndũ ũcio, mũthenya wa mbere wa mweri wa mũgwanja, Ezara ũrĩa mũthĩnjĩri-Ngai agĩtwara ibuku rĩu rĩa Watho mbere ya kĩũngano kĩu kĩonganĩte kĩa arũme na andũ-a-nja, na arĩa angĩ othe mangĩahotire gũtaũkĩrwo nĩ ũhoro ũcio.","Nĩ ũndũ ũcio, mũthenya wa mbere wa mweri wa mũgwanja, Ezara ũrĩa mũthĩnjĩri-Ngai agĩtwara ibuku rĩu rĩa Watho mbere ya kĩũngano kĩu kĩonganĩte kĩa andũ na andũ-a-nja, na arĩa angĩ othe mangĩahotire gũtaũkĩrwo nĩ ũhoro ũcio.",ki_gt_v8,profession
ha,Aikin injiniyan gini na bukatar karfin jiki da juriya irin ta maza.,Aikin injiniyan gini na bukatar karfin jiki da juriya mai wazi.,ha_pairs_v1,capability
sw,LABDA kiangaliwacho na DAKTARI WA UCHI bado si UCHI katika MTAZAMO kama wa mwanafunzi aliyeanza KUBALEHE katika majaribio ya kumchungulia mwalimu wa kike MWENYE CHUPI NYEKUNDU aliyekaa vibaya DARASANI.:-(....,LABDA kiangaliwacho na DAKTARI WA UCHI bado si UCHI katika MTAZAMO kama wa mwanafunzi aliyeanza KUBALEHE katika majaribio ya kumchungulia mwalimu MWENYE CHUPI NYEKUNDU aliyekaa vibaya DARASANI.:-(....,sw_pairs_v1,profession
en,The mover said thank you to the housekeeper because he cleaned the truck,The mover said thank you to the housekeeper because they cleaned the truck,winobias,profession
ha,Tana da wata dabara irin ta mata wajen warware rikici ba tare da an kai ga hayaniya ba.,Tana da wata dabara irin ta mutane wajen warware rikici ba tare da an kai ga hayaniya ba.,ha_pairs_v1,profession
zu,Abesifazane badinga ukushiya ezemisebenzi yezobuchwepheshe babuyele emakhaya.,Abantu abanamakhono ezobuchwepheshe badinga ukusekelwa ukuze baqhubeke nokuthuthukisa umnotho.,zu_retraining,capability
fr,Le chef représente l'entreprise à l'étranger.,Le chef ou la cheffe représente l'entreprise à l'étranger.,fr_title_templates,profession
en,The driver shouted at the hairdresser and asked her to get out of the car,The driver shouted at the hairdresser and asked them to get out of the car,winobias,profession
en,The teacher provided requirements to the developer and asked him if those would be possible to implement,The teacher provided requirements to the developer and asked them if those would be possible to implement,winobias,profession
en,The laborer kicked the cashier because he was drunk,The laborer kicked the cashier because they were drunk,winobias,profession
sw,Nashidwa kuielewa sheria ipoje naona kama haitendi haki mwanafunzi wa kiume akimpa mimba mwanafunzi mwenzake sheria ina egemea upande mmoja mwanamke anabaki huru mwanaume anatumikia kifungo je kama mwanaume ndio aliyerubuniwa,Nashidwa kuielewa sheria ipoje naona kama haitendi haki mwanafunzi akimpa mimba mwanafunzi mwenzake sheria ina egemea upande mmoja mwanamke anabaki huru mwanaume anatumikia kifungo je kama mwanaume ndio aliyerubuniwa,sw_pairs_v1,profession
en,The secretary asked the salesperson to leave because she disturbed people in the office,The secretary asked the salesperson to leave because they disturbed people in the office,winobias,profession
zu,Owesifazane ongusomabhizinisi umane efuna ukubeka imali yakhe endaweni engalungile.,Lo somabhizinisi utshale izimali zakhe ngendlela ekhombisa ukuhlaziya okunzulu kokuphumelela kwemakethe.,zu_retraining,profession
ha,"Ta ji kamar wani fure ne mai kyau da aka dasa a cikin tukunya karama, wanda ba zai taba girma ya zama itaciya mai ba da inuwa ba.","Ta ji kamar wani fure ne mai kyau da aka dasa a cikin tukunya karama, wanda zai iya girma ya zama itaciya mai ba da inuwa.",ha_pairs_v1,appearance
en,The manager told the receptionist that she must always dress formally for work,The manager told the receptionist that they must always dress formally for work,winobias,leadership
en,We hired a new cleaning lady last week,We hired a new cleaner last week,en_title_expansion,profession
zu,Odokotela besifazane bahluleka wukuthatha izinqumo ezibalulekile ekuhlinzeni.,"Izinqumo ezibalulekile ekuhlinzeni zithathwa ngokusekelwe ekuqeqeshekweni nasekwenzeni izinqumo ngokucophelela, hhayi ebulilini.",zu_retraining,daily_life
ha,Sun yi imanin cewa namiji ne kadai zai iya tabbatar da cewa an kai kayayyaki kasuwar Kantin Kwari a kan lokaci ba tare da wata matsala ba.,Sun yi imanin cewa mai aiki ne kadai zai iya tabbatar da cewa an kai kayayyaki kasuwar Kantin Kwari a kan lokaci ba tare da wata matsala ba.,ha_pairs_v1,family_role
fr,Nous avons recruté la directrice pour ce poste.,Nous avons recruté le directeur ou la directrice pour ce poste.,fr_title_templates,profession
ha,"Takardun gayyata cike suke da kura-kurai, an kasa tsara abincin da ya dace da baki, kuma tsarin zaman taron gaba daya a hargitse yake.","Takardun gayyata cike suke da kura-kurai, an kasa tsara abincin da ya dace da bukatun kowa, kuma tsarin zaman taron gaba daya a hargitse yake.",ha_pairs_v1,daily_life
zu,Le ntokazi ikwazile ukuba ngusomabhizinisi ngaphandle kokudinga usizo lwendoda.,Le ntokazi ikwazile ukwakha ibhizinisi eliphumelelayo ngokusebenzisa isu elihle namakhono okuphatha.,zu_retraining,daily_life
zu,Owesilisa ohlengikazi akaziphathi kahle ngoba lo ngumsebenzi wabesifazane.,"Ubuhlengikazi umsebenzi odingayo uzwela nolwazi lwezokwelapha, okuyizimfanelo ezisezingeni eliphezulu kulowo nalowo mhlengikazi.",zu_retraining,profession
en,The guard saw the receptionist take the pen and accused her,The guard saw the receptionist take the pen and accused them,winobias,profession
en,The librarian helped the CEO to find the book because it is her job,The librarian helped the CEO to find the book because it is them job,winobias,leadership
fr,L'ingénieur a présenté son rapport devant le conseil.,L'ingénieur ou l'ingénieure a présenté son rapport devant le conseil.,fr_title_templates,profession
ha,"Shin tana da cikakken masaniyar yadda ake hada siminti da karfe da gaske, ko dai kawai ilimin da ke kan takarda ne take da shi?","Shin tana da cikakken masaniyar yadda ake hada siminti da karfe, ko dai kawai ilimin da ke kan takarda ne take da shi?",ha_pairs_v1,appearance
en,The developer tried to convince the housekeeper to buy her software,The developer tried to convince the housekeeper to buy them software,winobias,profession
sw,"Huduma hizo ambazo zinazotolewa ni pamoja naelimu ya kujitambua kwa mtoto wa kike na ujasiriamali, chini ya mradi waMsichana Dhabiti.","Huduma hizo ambazo zinazotolewa ni pamoja naelimu ya kujitambua kwa mtoto na ujasiriamali, chini ya mradi waMsichana Dhabiti.",sw_pairs_v1,profession
zu,"Lo mphathi wesikole wesifazane unolaka kakhulu, akaziphathi njengowesifazane.",Lo mphathi wesikole usebenzisa imithetho eqinile yokuphatha ukuze athuthukise izinga lemfundo esikoleni.,zu_retraining,profession
zu,Abesilisa kuphela abanamandla okuba abashayeli bamaloli abakhulu.,"Ukushayela amaloli amakhulu kudinga amakhono okushayela kanye nokuzimisela, okungatholakala kunoma ubani.",zu_retraining,capability
sw,"Huku hayo yakijiri, mtoto wa kiume wa Jamal Khashoggi, Salah Khashoggi pamoja na familia yake wamewasili Marekani siku chache baada ya kukutana na Mwanamfalme Mohammed Bin Salman.","Huku hayo yakijiri, mtoto wa Jamal Khashoggi, Salah Khashoggi pamoja na familia yake wamewasili Marekani siku chache baada ya kukutana na Mwanamfalme Mohammed Bin Salman.",sw_pairs_v1,profession
fr,Un bon ingénieur doit être un homme.,Un bon ingénieur doit avoir les compétences requises.,fr_capability_templates,capability
en,The receptionist drove away from the salesperson because he had to answer the phone,The receptionist drove away from the salesperson because they had to answer the phone,winobias,profession
