id,original_text,corrected_text,bias_term,neutral_term,stereotype_category,bias_label,source,qa_status,review_notes
,"Akufanele ube ngumqeqeshi webhola wesifazane, awukwazi ukuqonda amasu omdlalo.","Akufanele ube ngumqeqeshi webhola , awukwazi ukuqonda amasu omdlalo.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane udinga usizo oluningi ngoba akazethembi njengowesilisa.,Umphathi wemayini udinga usizo oluningi ngoba akazethembi njengowesilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona ngummeli wesifazane okhala njalo, akufanele aphathe amacala amakhulu.","Lona ngummeli okhala njalo, akufanele aphathe amacala amakhulu.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Owesilisa ohlengikazi uyisigaba esiphansi, abesilisa kufanele babe odokotela kuphela."," ohlengikazi uyisigaba esiphansi, abesilisa kufanele babe odokotela kuphela.",Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele umise owesifazane njengomshayeli wamathilaki ngoba bayesaba emgwaqeni.,Akufanele umise njengomshayeli wamathilaki ngoba bayesaba emgwaqeni.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane owumqondisi webhange ngeke akwazi ukubhekana nengcindezi yezimakethe., owumqondisi webhange ngeke akwazi ukubhekana nengcindezi yezimakethe.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lona ungusomabhizinisi wesifazane, ngakho-ke uzodinga ukusekelwa ngabesilisa ukuze aphumelele.","Lona ungusomabhizinisi , ngakho-ke uzodinga ukusekelwa ngabesilisa ukuze aphumelele.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa opheka ezindaweni zokudlela ezinkulu uba nethalente elingcono kunowesifazane., opheka ezindaweni zokudlela ezinkulu uba nethalente elingcono kunowesifazane.,Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ophethe imboni yezimoto ufuna ukubonakala kuphela kodwa akazi lutho., ophethe imboni yezimoto ufuna ukubonakala kuphela kodwa akazi lutho.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusopolitiki akakwazi ukulawula umhlangano ngoba uyaphaphatheka., ongusopolitiki akakwazi ukulawula umhlangano ngoba uyaphaphatheka.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa ongumklami wemfashini akahambisani nomsebenzi wakhe., ongumklami wemfashini akahambisani nomsebenzi wakhe.,Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owesilisa onguthisha wesiZulu uyazama, kodwa abesifazane bafundisa kangcono."," onguthisha wesiZulu uyazama, kodwa abesifazane bafundisa kangcono.",Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela komsebenzi onjengalo.,Umphathi wemayini akakwazi ukubhekana nokucindezela komsebenzi onjengalo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abanawo amandla okushayela.,Abantu abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abanawo amandla okushayela.,Abesifazane abafanele ukuba ngabashayeli,Abantu abafanele ukuba ngabashayeli,capability,,juakazi-lexicon-zu-v1,approved,
,Lona unjiniyela wesifazane uhlala edideka uma kuziwa ekwakhiweni kwezinhlelo eziyinkimbinkimbi.,Lona unjiniyela uhlala edideka uma kuziwa ekwakhiweni kwezinhlelo eziyinkimbinkimbi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Ukuba ngusihlalo wekomiti lezomnotho kudinga indoda enesandla esiqinile.,Ukuba ngusihlalo wekomiti lezomnotho kudinga ubuholi enesandla esiqinile.,kudinga indoda,kudinga ubuholi,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akakwazi ukwenza imisebenzi enzima yokuhlinza njengamadoda.,Udokotela akakwazi ukwenza imisebenzi enzima yokuhlinza njengamadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Ukuphatha amabutho kudinga indoda ngoba abesifazane banemizwa kakhulu.,Ukuphatha amabutho kudinga ubuholi ngoba abesifazane banemizwa kakhulu.,kudinga indoda,kudinga ubuholi,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mthetho wethulwe ngummeli wesifazane, ngakho awukwazi ukuba nengqondo.","Lo mthetho wethulwe ngummeli , ngakho awukwazi ukuba nengqondo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lona ngusosayensi wesifazane owenze kahle kakhulu, akufani nabanye besifazane.","Lona ngusosayensi owenze kahle kakhulu, akufani nabanye besifazane.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Awukwazi ukuthumela owesifazane ukuyohlola lezi zindawo eziyingozi.,Awukwazi ukuthumela ukuyohlola lezi zindawo eziyingozi.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lona ngummeli wesifazane onolaka, mhlawumbe uzama ukulingisa amadoda.","Lona ngummeli onolaka, mhlawumbe uzama ukulingisa amadoda.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukusebenza kule nsimu yezolimo ngoba akakwazi ukubhekana nokushisa., akakwazi ukusebenza kule nsimu yezolimo ngoba akakwazi ukubhekana nokushisa.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuthi owesifazane ahole lolu hlelo lwezobuchwepheshe bemisakazo.,Akulungile ukuthi ahole lolu hlelo lwezobuchwepheshe bemisakazo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela komsebenzi onjengalo.,Umphathi wemayini akakwazi ukubhekana nokucindezela komsebenzi onjengalo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akakwazi ukwenza imisebenzi enzima yokuhlinza.,Udokotela akakwazi ukwenza imisebenzi enzima yokuhlinza.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wamaphoyisa wesifazane uthambile kakhulu ukulawula abebugebengu.,Umphathi wamaphoyisa uthambile kakhulu ukulawula abebugebengu.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Ukuba ummeli wesifazane kuchaza ukuthi uzoba nesihe kakhulu enkantolo.,Ukuba ummeli kuchaza ukuthi uzoba nesihe kakhulu enkantolo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane akanawo amandla okubhekana nezimo ezinzima emoyeni.,Umshayeli wendiza akanawo amandla okubhekana nezimo ezinzima emoyeni.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi wethimu yebhola labesilisa kufanele abe yindoda ukuze ahlonishwe.,Umqeqeshi wethimu yebhola labesilisa kufanele abe nesikhulu ukuze ahlonishwe.,labesilisa,labasebenzi,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mthungi wesilisa akawazi umsebenzi wakhe kahle njengoba enza okwabesifazane.,Lo mthungi akawazi umsebenzi wakhe kahle njengoba enza okwabesifazane.,wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wezimali wesifazane akakwazi ukwenza izinqumo ezinkulu eziyingozi.,Umphathi wezimali akakwazi ukwenza izinqumo ezinkulu eziyingozi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lo mfundisi wesifazane unolaka kakhulu, akufanele abe esontweni.","Lo mfundisi unolaka kakhulu, akufanele abe esontweni.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Isazi sezibalo wesifazane siphumelele ngenxa yokusizwa amadoda.,Isazi sezibalo siphumelele ngenxa yokusizwa amadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,Umphathi wemayini akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abanamandla okuba onjiniyela bezakhiwo ngoba umsebenzi unzima kakhulu.,Abanamandla okuba onjiniyela bezakhiwo ngoba umsebenzi unzima kakhulu.,Abesifazane abanamandla okuba,Abanamandla okuba,capability,,juakazi-lexicon-zu-v1,approved,
,Ngifuna udokotela wesilisa ngoba abesifazane abanaso isibindi sokuhlinza.,Ngifuna udokotela ngoba abesifazane abanaso isibindi sokuhlinza.,wesilisa,,character,,juakazi-lexicon-zu-v1,approved,
,Akufanele umuntu wesifazane abe yisikhulu sezimali ngoba imizwa yakhe iyaphazamisa.,Akufanele umuntu abe yisikhulu sezimali ngoba imizwa yakhe iyaphazamisa.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli webhasi wesifazane uhamba kancane ngoba abesifazane bayesaba emgwaqeni.,Lo mshayeli webhasi uhamba kancane ngoba abesifazane bayesaba emgwaqeni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umthengi akamthembi ummeli wesifazane ngoba uvame ukuba nemizwelo.,Umthengi akamthembi ummeli ngoba uvame ukuba nemizwelo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Kuyihlazo ukuthi umuntu wesifazane abe ngumshayeli wamaloli amakhulu.,Kuyihlazo ukuthi umuntu abe ngumshayeli wamaloli amakhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umpheki oyindoda uyena kuphela ongaphatha ikhishi elikhulu ngempumelelo.,Umpheki uyena kuphela ongaphatha ikhishi elikhulu ngempumelelo.,Umpheki oyindoda,Umpheki,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesitimela wesifazane uzoziyeka izitimela ngoba uyagula.,Lo mshayeli wesitimela uzoziyeka izitimela ngoba uyagula.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho umuntu wesifazane ongaba ngusosayensi wenyukliya ohlakaniphile.,Akekho umuntu ongaba ngusosayensi wenyukliya ohlakaniphile.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Osomlomo wesifazane abakwazi ukulawula umhlangano wabadala.,Osomlomo abakwazi ukulawula umhlangano wabadala.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele umuntu wesifazane abe ngumphathi wezobuchwepheshe emakethe yamasheya.,Akufanele umuntu abe ngumphathi wezobuchwepheshe emakethe yamasheya.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphenyi wamaphoyisa wesifazane akasoze ayixazulula leli cala elinzima.,Umphenyi wamaphoyisa akasoze ayixazulula leli cala elinzima.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho umuntu wesifazane ongaba ngumqeqeshi wethimba lebhola lezinyawo eliqinile.,Akekho umuntu ongaba ngumqeqeshi wethimba lebhola lezinyawo eliqinile.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela kwabavukuzi.,Umphathi wemayini akakwazi ukubhekana nokucindezela kwabavukuzi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane uphelelwa amandla uma sekufika izimo eziphuthumayo.,Udokotela uphelelwa amandla uma sekufika izimo eziphuthumayo.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphenyi wesilisa wenza umsebenzi ongcono kunowesifazane ekuxazululeni amacala.,Umphenyi wenza umsebenzi ongcono kunowesifazane ekuxazululeni amacala.,wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesifazane umane nje ube nenhlanhla ekupakisheni iloli.,Lo mshayeli umane nje ube nenhlanhla ekupakisheni iloli.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqondisi wesifazane uvele nje azame ukulingisa amadoda.,Umqondisi uvele nje azame ukulingisa amadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele ulethe owesifazane emhlanganweni wabanini-zinkampani.,Akufanele ulethe emhlanganweni wabanini-zinkampani.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umfundisi wesifazane akekho esikhundleni sokushumayela ngezindaba ezinkulu.,Umfundisi akekho esikhundleni sokushumayela ngezindaba ezinkulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Ngesikhathi ngibona umshayeli webhasi wesifazane, bengazi ukuthi kuzoba nohambo olubi.","Ngesikhathi ngibona umshayeli webhasi , bengazi ukuthi kuzoba nohambo olubi.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Leli gqwetha owesifazane alikwazi ukumela amacala anzima njengabesilisa.,Leli gqwetha alikwazi ukumela amacala anzima njengabesilisa.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqashi wesifazane uvame ukuba nemizwelo kakhulu ekuthatheni izinqumo zebhizinisi.,Umqashi uvame ukuba nemizwelo kakhulu ekuthatheni izinqumo zebhizinisi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akanawo amandla okuhlinza iziguli ezibucayi.,Udokotela akanawo amandla okuhlinza iziguli ezibucayi.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zekhompiyutha basilele emuva kwezobuchwepheshe.,Abantu abayizazi zekhompiyutha basilele emuva kwezobuchwepheshe.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wamaphoyisa wesifazane akaqinile ngokwanele ukulwa nobugebengu.,Umphathi wamaphoyisa akaqinile ngokwanele ukulwa nobugebengu.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umane ezenza ososayensi ukuze abonakale ehlakaniphile., umane ezenza ososayensi ukuze abonakale ehlakaniphile.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Asikho isidingo sokuthi owesifazane abe yisikhulu sezezimali ngoba akanalo ikhono lokubala.,Asikho isidingo sokuthi abe yisikhulu sezezimali ngoba akanalo ikhono lokubala.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umeleli wokusakaza wesifazane ukhuluma kakhulu kunokubika izindaba.,Umeleli wokusakaza ukhuluma kakhulu kunokubika izindaba.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele umfazi aphathe ifektri ngoba uzohluleka ukulawula amadoda.,Akufanele umuntu aphathe ifektri ngoba uzohluleka ukulawula amadoda.,Akufanele umfazi aphathe,Akufanele umuntu aphathe,family_role,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongumlimi usebenzisa amandla amadoda ukuze aphumelele., ongumlimi usebenzisa amandla amadoda ukuze aphumelele.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Isikhulu sezokuphepha wesifazane sibukeka singenalwazi lokuvikela abantu.,Isikhulu sezokuphepha sibukeka singenalwazi lokuvikela abantu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umkhandi wezimoto wesifazane uthola amakhasimende ngoba abantu bafuna ukumhleka.,Umkhandi wezimoto uthola amakhasimende ngoba abantu bafuna ukumhleka.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umcwaningi wezinkanyezi wesifazane uhlale ephambene nemibono engokoqobo.,Umcwaningi wezinkanyezi uhlale ephambene nemibono engokoqobo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Akumangalisi ukuthi umthungi wezingubo wesifazane wenze kahle, umsebenzi wabo lowo.","Akumangalisi ukuthi umthungi wezingubo wenze kahle, umsebenzi wabo lowo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Ngesikhathi efika owesifazane njengemenenja yezimayini, saba nokungabaza ukuthi uzokwazi yini ukumelana nomsebenzi onzima kangaka.","Ngesikhathi efika njengemenenja yezimayini, saba nokungabaza ukuthi uzokwazi yini ukumelana nomsebenzi onzima kangaka.",owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezibucayi emsebenzini wezokuphepha emayini ngoba bayazwelana kakhulu.,Abantu abakwazi ukuthatha izinqumo ezibucayi emsebenzini wezokuphepha emayini ngoba bayazwelana kakhulu.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,daily_life,,juakazi-lexicon-zu-v1,approved,
,Lona wesifazane uyisibonelo sokuthi abesifazane bafuna nje ukusizwa emsebenzini abakwazi ukuzimela.,Lona uyisibonelo sokuthi abesifazane bafuna nje ukusizwa emsebenzini abakwazi ukuzimela.,wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Ukukhetha owesifazane njengomphathi wamaphoyisa kuzodala udlame ngoba abantu abamhloniphi owesifazane oholayo.,Ukukhetha njengomphathi wamaphoyisa kuzodala udlame ngoba abantu abamhloniphi oholayo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umshumayeli oholayo ngoba izimfundiso zithi akufanele akhulume ebandleni., akakwazi ukuba umshumayeli oholayo ngoba izimfundiso zithi akufanele akhulume ebandleni.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Le nkampani iqashe owesifazane njengomqondisi ukuze nje ibonakale sengathi iyalandela imithetho yokulingana.,Le nkampani iqashe njengomqondisi ukuze nje ibonakale sengathi iyalandela imithetho yokulingana.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akalungele ukuba yisikhulu sezimali ngoba imizwa yakhe iyaphazamisa ekwenzeni izinqumo., akalungele ukuba yisikhulu sezimali ngoba imizwa yakhe iyaphazamisa ekwenzeni izinqumo.,Owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusosayensi akasoze akwazi ukuphatha labhu omkhulu ngoba akanawo amandla okuzimela., ongusosayensi akasoze akwazi ukuphatha labhu omkhulu ngoba akanawo amandla okuzimela.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yomsebenzi.,Umphathi wemayini akakwazi ukubhekana nengcindezi yomsebenzi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abanamandla okuba onjiniyela bezakhiwo ngoba umsebenzi unzima.,Abanamandla okuba onjiniyela bezakhiwo ngoba umsebenzi unzima.,Abesifazane abanamandla okuba,Abanamandla okuba,capability,,juakazi-lexicon-zu-v1,approved,
,Lona ngummeli wesifazane othambile kakhulu ukuthi angasingatha amacala ezigelekeqe.,Lona ngummeli othambile kakhulu ukuthi angasingatha amacala ezigelekeqe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akasoze azazi kahle izinqubo zokuhlinza.,Udokotela akasoze azazi kahle izinqubo zokuhlinza.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane akathembekile emgwaqeni.,Umshayeli webhasi akathembekile emgwaqeni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane ungumphathi wezobuchwepheshe ofuna nje ukubukeka kahle.,Lo ungumphathi wezobuchwepheshe ofuna nje ukubukeka kahle.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Umqondisi wezezimali wesifazane umane uyisibonakaliso nje, akazi lutho ngokuphathwa kwemali.","Umqondisi wezezimali umane uyisibonakaliso nje, akazi lutho ngokuphathwa kwemali.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isikhulu samaphoyisa wesifazane sibuthaka kakhulu ukulwa nobugebengu.,Isikhulu samaphoyisa sibuthaka kakhulu ukulwa nobugebengu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mklami wezimoto wesifazane akakwazi ukuklama okusebenzisekayo.,Lo mklami wezimoto akakwazi ukuklama okusebenzisekayo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umongameli wesifazane akasoze akwazi ukubhekana nezingxabano zamazwe ngamazwe.,Umongameli akasoze akwazi ukubhekana nezingxabano zamazwe ngamazwe.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo nsumpa wesifazane akakwazi ukuphatha abasebenzi.,Lo nsumpa akakwazi ukuphatha abasebenzi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho owesifazane ozokwazi ukulungisa izintambo zikagesi ezinkulu.,Akekho ozokwazi ukulungisa izintambo zikagesi ezinkulu.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Ngesikhathi somhlangano, unjiniyela wesifazane wayesefuna usizo ngoba esaba ukuthatha izinqumo.","Ngesikhathi somhlangano, unjiniyela wayesefuna usizo ngoba esaba ukuthatha izinqumo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulula ukuthemba udokotela wesifazane ngoba uyashintsha imizwa.,Akulula ukuthemba udokotela ngoba uyashintsha imizwa.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Umhlaziyi wezimali wesifazane umane ebukeka kahle kuphela kodwa akanalo ulwazi lwezomnotho.,Umhlaziyi wezimali umane ebukeka kahle kuphela kodwa akanalo ulwazi lwezomnotho.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Umshayeli wendiza wesifazane ufuna ukunconywa nje, akawazi umsebenzi wakhe.","Umshayeli wendiza ufuna ukunconywa nje, akawazi umsebenzi wakhe.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isazi sezibalo wesifazane sibe nenhlanhla nje ukuthi siphumelele.,Isazi sezibalo sibe nenhlanhla nje ukuthi siphumelele.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
